index,URL,Title,Author,Year,Topic,Subtopic_1,Goal_Primary,User,COVID19,Media Mix,Interactive,Method,Tool,Awards,Picture,Link,Picture_name,Context: Online,Context: Offline,Art_Blog,Link_to_Sonification_Art_Blog,Link to news,Preview of the sonification on website,Thumbnail Image,Link to explanation,Description
503,SchoolDisciplineDisparities,Sonifying the Dynamics of School Discipline Disparities,"Jordan Wirfs-Brock, Sean Darling-Hammond, Jennifer Eberhardt, Bishop Sand",2023,Social Sciences,Society,Research,Domain Experts,,DataViz,,Parameter Mapping,,Awards,,https://medium.com/@jordanwb/sonifying-the-dynamics-of-school-discipline-disparities-a5523d048f92?source=friends_link&sk=e627db4352467c939cf8c57f80f9ec90,SchoolDisciplineDisparities,,,,,,,,,
506,UniverseofSound,Universe of Sound (2022-2023),"NASA/CXC/SAO/K.Arcand, SYSTEM Sounds (M. Russo, A. Santaguida)",2023,Physical Sciences,Astronomy,Public Engagement,General Public,,DataViz,,Parameter Mapping,,Awards,,https://chandra.si.edu/sound/,UniverseofSound,,,,,,,,,
508,ConsciousEar,The Conscious Ear,Jess Skyleson,2023,Art&Humanities,Humanities,Research,General Public,,Sound,,Parameter Mapping,,Awards,,https://www.youtube.com/watch?v=njFrfSJdnmI,ConsciousEar,,,,,,,,,
510,WadingSounds,Real-Time Wading Sounds to Convey Limb Swing Kinematics During Walking Rehabilitation,Prithvi Ravi Kantan,2023,Health Sciences,Medicine,Monitoring,General Public,,Sound,1,Parameter Mapping,,Awards,n,https://drive.google.com/drive/folders/1Wk8xwhh08BxtuBbo_3jG-m1aPFocev2y,,,,,,,,,,
511,AcousticShadows,Acoustic Shadows,Patrick Bergeron,2023,Art&Humanities,Art,Art,General Public,,DataViz,,Parameter Mapping,,Awards,,https://patrickbergeron.com/shadows/indexa.html,AcousticShadows,,,,,,,,,
514,ForestfortheTrees,Forest for the Trees,Sara Bouchard,2023,Life Sciences,Biology,Art,General Public,,Sound,,Parameter Mapping,,Awards,,https://www.sarabouchard.com/works/forest-for-the-trees,ForestfortheTrees,,,,,,,,,
517,Tele-rehabilitation,Auditory feedback in tele-rehabilitation based on automated gait classification,"Brian Horsak, Michael Iber, Djordje Slijepcevic, Victor Adriel de Jesus Oliveira,  Tarique Siragy, Bernhard Dumphart, Mark Simonlehner, Stefan Ferstl, Joschua Reis, Anna-Maria Raberger,  Mario Heller, Kerstin Prock",2023,Health Sciences,Medicine,Monitoring,General Public,,Sound,,Parameter Mapping,,Awards,n,https://phaidra.fhstp.ac.at/o:5701,,,,,,,,,,
518,Sonic Weather,Sonic Weather,Abeer Abdelhalim Hafez Mohamed,2023,Physical Sciences,Earth Science,Research,General Public,,Sound,,Parameter Mapping,,Awards,n,https://drive.google.com/file/d/1NtuCf044jxpqGGoVH4pAyy_xKjtHZX08/view?usp=sharing,,,,,,,,,,
522,SonAir,SonAir: the design of a sonification of radar data for air traffic control,Elias Elmquist (et al),2023,Applied Sciences,Computer Science,Monitoring,Domain Experts,,DataViz,1,Parameter Mapping,1,Awards,n,https://doi.org/10.1007/s12193-023-00404-x,,,,,,,,,,
523,Emerging,Emerging: Wuhan-Hu-1,Charles Nichols,2023,Life Sciences,Biology,Art,General Public,1,Sound,,Parameter Mapping,,Awards,,https://www.youtube.com/watch?v=gu-2pIPSe4A,Emerging,,,,,,,,,
414,ASonicJourneyacrossuniverse,A Sonic Journey Across the Universe,SYSTEM Sounds/Munck Studios,2022,Physical Sciences,Astronomy,Public Engagement,General Public,,Sound,,Parameter Mapping,,,n,https://www.bbc.co.uk/sounds/play/p0bcjr4z,,,,,,,,,,
415,SriLankaCreditScore,Sri Lanka Credit Score,NilangikaFernando,2022,Finance,Economics,Public Engagement,General Public,,DataViz,No,Parameter Mapping,,,,https://twitter.com/NilangikaF/status/1490594394784911362?s=20&t=MXIyK1VnRmmw9znqvH0mng,SriLankaCredit,,,,,,,,,
416,Twitterdatawithhashtag#photography,Twitter data with hashtag #photography,Joachim Allhoff,2022,Social Media,Social Media,Research,General Public,,Sound,,Parameter Mapping,,,,https://soundcloud.com/joachim-allhoff/sonification-of-twitter-data-with-hashtag-photography,PhotographyTwitterData,,,,,,,,,
417,wavesofcovidsoundinsideICU,Can you hear a pandemic? This is what the waves of covid sound like inside the ICUs,"Sara I Belled, Belen Almendros and Raul Rivas (Colpisa Agency, Vocento)",2022,Epidemiology,Epidemiology,Data Journalism,General Public,1,DataViz,,Parameter Mapping,,,,https://www.elcorreo.com/sociedad/salud/coronavirus-graficos/pandemia-coronavirus-sonido-uci-hospitales-espana-20220217132451-ntrc.html,UCI,,,,,,,,,
418,Sonification-EnhancedLatticeModelAnimationsoftheProteinFoldingReaction,Sonification-Enhanced Lattice Model Animations of the Protein Folding Reaction,"Carla Scaletti, Meredith M. Rickard, Kurt J. Hebel, Taras V. Pogorelov, Stephen A. Taylor, and Martin Gruebele",2022,Physical Sciences,Biology,Education,Domain Experts,,Video,,Parameter Mapping,,,,https://pubs.acs.org/doi/full/10.1021/acs.jchemed.1c00857,ProteinSonification,,,,,,,,,
419,5000Exoplanets,5000 Exoplanets,"NASA/JPL-Caltech/SYSTEM Sounds (M. Russo, A. Santaguida)",2022,Physical Sciences,Astronomy,Public Engagement,General Public,,DataViz,,Parameter Mapping,,,,https://exoplanets.nasa.gov/resources/2322/5000-exoplanets-listen-to-the-sounds-of-discovery-nasa-data-sonification/,nasaexoplanet,,,,,,,,,
420,HeartbeatStars,Heartbeat Stars,SYSTEM Sounds,2022,Physical Sciences,Astronomy,Public Engagement,General Public,,DataViz,,Parameter Mapping,,,,https://www.system-sounds.com/heartbeat-stars/,HeartbeatStars,,,,,,,,,
421,TotalMoney,Total Money Transacted via UPI in India,Ashris,2022,Finance,Economics,Public Engagement,General Public,,DataViz,,Parameter Mapping,,,n,https://twitter.com/indiainpixels/status/1513836619039535104,,,,,,,,,,
422,BlackHoleSound,Black Hole Sound,"NASA/CXC/SAO/K.Arcand, SYSTEM Sounds (M. Russo, A. Santaguida)",2022,Physical Sciences,Astronomy,Public Engagement,General Public,,DataViz,,Audification,,,,https://chandra.si.edu/photo/2022/sonify5/animations.html,chandra,,,,,,,,,
423,DegenBlues,Degen Blues,Andy Szybalski & Stephen Chau,2022,Finance,Economics,Art,General Public,,DataViz,,Parameter Mapping,,,,http://degenblues.xyz,degenblues,,,,,,,,,
424,TalkativeMen,Talkative Men – The Gender Differenc in the Zurich Cantonal Council,Simon Huwiler,2022,Social Equality,Society,Art,General Public,,DataViz,,Audification,,,,https://www.youtube.com/watch?v=RhDcTuwuAq8,talkativeMen,,,,,,,,,
425,MassExtinctionMagnitude,Mass Extinction Magnitude Data Sonification,Barnas Monteith,2022,Physical Sciences,Biology,Public Engagement,Domain Experts,,DataViz,,Parameter Mapping,,,n,https://www.youtube.com/watch?v=OnGue7Nso5I,,,,,,,,,,
426,OurSunkeepsbeating,Our Sun keeps beating while global temperatures are screaming,Kovi Rose,2022,Climate Change,Climate Change,Public Engagement,General Public,,DataViz,,Parameter Mapping,,,n,https://www.tiktok.com/@funfactscience/video/7113323031115631873?is_from_webapp=1&sender_device=pc&web_id=6905997937912153605,,,,,,,,,,
427,SoundofSight,The Sound of Sight,Omar Shehata,2022,Physical Sciences,Astronomy,Research,General Public,,DataViz,,Parameter Mapping,1,,,https://omarshehata.itch.io/sound-of-sight,omarshehata,,,,,,,,,
428,MimosaSonification,Mimosa Sonification,The Voice of Ygg,2022,Tool,Society,Public Engagement,General Public,,Artifact,,Parameter Mapping,1,,n,https://archive.org/details/womens_day_2022_biodata_sonification_mimosa_ygg,,,,,,,,,,
429,InMemoriamCovid,In Memoriam: COVID in New Jersey,Adam Clark and Yan Wu,2022,Epidemiology,Epidemiology,Public Engagement,General Public,1,DataViz,,Parameter Mapping,,,,https://projects.nj.com/memorial/,projectsNJ,,,,,,,,,
430,AirQualityandAsteroid,Transforming Realtime Air Quality and Asteroid Data into MIDI,Uisato,2022,Physical Sciences,Earth Science,Research,General Public,,Video,,Parameter Mapping,,,n,https://www.youtube.com/watch?v=NLmNGdSAPdA,,,,,,,,,,
431,MedicalData,Sonification of Medical Data,Maria Mannone and Veronica Distefano,2022,Health,Medicine,Research,Domain Experts,,Sound,,Parameter Mapping,,,n,https://dl.acm.org/doi/10.1145/3535508.3545102,,,,,,,,,,
432,RoboticSwarm,Auditory Feedback of a Quantum-Driven Robotic Swarm,"M. Mannone, V. Seidita, A. Chella",2022,Robotics,Computer Science,Research,Domain Experts,,Sound,,Parameter Mapping,,,,https://ieeexplore.ieee.org/document/9900578,manno3-p6-manno-small,,,,,,,,,
433,SoundingTides,Sounding Tides,"Erik Griswold, Rebecca Cunningham, Steve Berrick",2022,Climate Change,Climate Change,Public Engagement,General Public,,Artifact,,Parameter Mapping,,,n,https://www.clockedout.org/soundingtides,,,,,,,,,,
434,Thisisfine,Sonifriday: This is fine,Berit Kruse & Christian Basl ,2022,Climate Change,Climate Change,Public Engagement,General Public,,DataViz,,Parameter Mapping,,Awards,n,https://www.instagram.com/reel/Ck04ryHqtfi/?igshid=YmMyMTA2M2Y%3D,,,,,,,,,,
435,FloodoftheCentury,Sonifriday: Flood of the Century,"Berit Kruse, Christian Basl",2022,Climate Change,Climate Change,Public Engagement,General Public,,DataViz,,Parameter Mapping,,Awards,n,https://www.instagram.com/reel/ClOu38nK_b-/?igshid=YmMyMTA2M2Y%3D,,,,,,,,,,
436,CosmicCliffsNebula,Cosmic Cliffs in the Carina Nebula Sonifications,"NASA, ESA, CSA, STScI, Kimberly Arcand (CXC, SAO), Matt Russo (SYSTEM Sounds), Andrew Santaguida (SYSTEM Sounds), Quyen Hart (STScI), Claire Blome (STScI), Christine Male",2022,Physical Sciences,Astronomy,Public Engagement,General Public,,DataViz,,Parameter Mapping,,,,https://webbtelescope.org/contents/media/videos/2022/040/01GA9363QVSRFMTE0FYKHREHCG,CosmicCliffs,,,,,,,,,
437,SouthernRingNebula,Southern Ring Nebula Sonifications,"NASA, ESA, CSA, STScI, Kimberly Arcand (CXC, SAO), Matt Russo (SYSTEM Sounds), Andrew Santaguida (SYSTEM Sounds), Quyen Hart (STScI), Claire Blome (STScI), Christine Malec",2022,Physical Sciences,Astronomy,Public Engagement,General Public,,DataViz,,Parameter Mapping,,,n,https://webbtelescope.org/contents/media/videos/2022/040/01GA95N5KXVVMB7DTNE68QCQR4,SouthernRing,,,,,,,,,
438,Exoplanet WASP96b,Exoplanet WASP-96 b Sonification,"NASA, ESA, CSA, STScI, Kimberly Arcand (CXC, SAO), Matt Russo (SYSTEM Sounds), Andrew Santaguida (SYSTEM Sounds), Quyen Hart (STScI), Claire Blome (STScI), Christine Malec",2022,Physical Sciences,Astronomy,Public Engagement,General Public,,DataViz,,Parameter Mapping,,,n,https://webbtelescope.org/contents/media/videos/2022/040/01GA960MD71VJ5ZE3EDFRT72NE,,,,,,,,,,
439,SpaceJam,NASA'S Space Jam,"NASA/CXC/SAO/K. Arcand/A. Jubett/K. DiVona, SYSTEM Sounds (M.Russo, A. Santaguida)v",2022,Physical Sciences,Astronomy,Education,General Public,,GUI,1,Parameter Mapping,1,,,https://chandra.si.edu/sound/code/,SpaceJam,,,,,,,,,A block-style coding activity allowing users to create music with real and imagined planetary systems. 
440,PostcardfromAntarctica,A postcard from Antarctica,Benjamin Renard,2022,Earth Science,Earth Science,Research,General Public,,Video,,Parameter Mapping,,,,https://vimeo.com/653705727,Antarctica,,,,,,,,https://globxblog.github.io/blog/antarctica/,Weather in the McMurdo dry valleys and streamflow of the Onyx river
441,RhythmofFlood,The rhythm of flood occurrences,Benjamin Renard ,2022,Earth Science,Earth Science,Research,General Public,,DataViz,,Parameter Mapping,,,,https://vimeo.com/653714131,rhythmofflood,,,,,,,,https://globxblog.github.io/blog/rhythm-of-flood-occurrences/,"Unlike what the name might suggest, 10-year floods do not occur every 10 years! This video explores their rhythm."
442,MuonicandNonMuonic,Sonification of Muonic and Non Muonic Events,Valentina Sulis,2022,Physical Sciences,Astronomy,Accessibility,Domain Experts,,GUI,1,Parameter Mapping,1,,n,https://github.com/sulis5357/muonsonification/blob/main/README.md,,,,,,,,,,
443,SODA,SODA: SOnification of DAta for Learning Analytics,Eric Sanchez & André Cibils - LIP/TECFA University of Geneva,2022,Humanities,Humanities,Education,Domain Experts,,GUI,1,Parameter Mapping,1,,n,https://github.com/AndreCI/Soda4LA#readme,,,,,,,,,https://www.lip-unige.ch/2023/02/19/soda-sonification-of-data-for-learning-analytics/,Open source application to sonify learning analytics data based on users preference. Designed to be used as a data exploration tool.
444,HKOhottemprainsea,HKO_hot_temp_rain_sea_1884-2021_20220225,Renik Bell and Moon Hung,2022,Climate Change,Climate Change,Art,General Public,,DataViz,,Parameter Mapping,,,n,https://youtu.be/onB8id8mxMM,,,,,,,,,,
445,AQuantumDrum,A Quantum Drum,Miles Blencowe,2022,Physical Sciences,Physics,Research,Domain Experts,,DataViz,,Audification,,,n,https://youtu.be/JC4ApLhYMhw,,,,,,,,,,"Sonification of a 15 MHz, disc-like micromechanical resonator less than a tenth of a millimetre in diameter that is cooling down to below one thousandth of a Kelvin. The detected vibrations are caused by tiny, random thermal fluctuations and  the quantum Heisenberg uncertainty principle. In the sonification, you can hear the vibrating (ringing) drum suddenly changing in frequency and getting louder. This 'switching' event was caused by a short-lived warm-up of the resonator by a few thousandths of a Kelvin. By 'listening' instead of looking as we usually do at scientific data, we can sometimes discover short-lived signals, like this switching event.     

The sonified drum tone was chosen to closely match that of a beehive recording made on an early autumn day, 2020.

Experimental data and photos courtesy of Eddy Collin, Université Grenoble Alpes
Device image courtesy of Laure Mercier de Lépinay and Mika Sillanpää, Aalto University

For more information about the experiment, see:
https://doi.org/10.1038/s41467-021-26457-8"
446,SensingDynamicUniverse,Sensing the Dynamic Universe,Paul Green,2022,Physical Sciences,Astronomy,Education,General Public,,DataViz,,Parameter Mapping,,,n,https://lweb.cfa.harvard.edu/sdu/index.html,,,,,,,,,,"Learn about astronomical variables and transients like - black holes and supernova, quasars and pulsars - and experience videos of their sonified light curves and spectra."
447,SeaofIce,Mer de Glace - Sea of Ice,Julia Griner,2022,Climate Change,Climate Change,Art,General Public,,Video,,Parameter Mapping,,,,https://www.youtube.com/watch?v=ukhsKODH1ww,Mer de Glace,,,,,,,,,"The Mer de Glace (‘Sea of Ice’) is an valley glacier located on the northern slopes of the Mont-Blanc massif in the French Alps. It can be regarded as the longest and largest glacier in France. The evolution of glaciers is one of the important indicators for situating climate variability and trends over the last century. 
Data (from 1907 to 2020): mass balance, retreat of the front, altitude profiles (U, Trelaporte, Echelets, Montenvers and Mottets.) Issued from GLACIOCLIM (the GLACIers, a CLIMat Observatory), a national service of observation aimed at ensuring long-term monitoring of the glaciers of the Alps, the Andes and the Antarctic."
500,MovementsRemnant,Movements of a Remnant,Sofía Matus Cancino,2022,Health Sciences,Medicine,Art,General Public,,Video,,Parameter Mapping,,Awards,,https://www.sofiamatusc.com/mor,MovementsRemnant,,,,,,,,,
359,CosMonic,CosMonic,Rubén García-Benito,2021,Physical Sciences,Astronomy,Public Engagement,General Public,,DataViz,,Model Sonification,1,,,http://rgb.iaa.es/cosmonic/,Cosmonic,,,,,,,,,
360,StarSound,StarSound,"Jeff Cooke, Jeff Hannam (RMIT, Melbourne, Australia), Garry Foran (Swinburne University, Melbourne)",2021,Physical Sciences,Astronomy,Data Analysis,Researchers,,DataViz,,Parameter Mapping,1,,,https://www.jeffreyhannam.com/starsound,StarSound,,,,,,,,,
361,HighchartsSonificationStudio,Highcharts Sonification Studio,Highcharts and Georgia Tech,2021,Tool,Computer Science,Data Analysis,Domain Experts,,DataViz,,Parameter Mapping,1,,n,https://sonification.highcharts.com/#/,,,,,,,,,,
362,STRAUSS,STRAUSS,James Trayford,2021,Physical Sciences,Astronomy,Data Analysis,Researchers,,DataViz,,Parameter Mapping,1,,n,https://github.com/james-trayford/strauss,,,Yes/DataViz,,,,,,"Chris: Although media mix is not a key feature, Media mix is sort of there because it can produce plots if you want it to",
363,Colorscape-Huesintogrooves,Colorscape - Huesintogrooves,Kofi (IllestPreacha),2021,Art,Art,Art,General Public,,Sound,,Parameter Mapping,,,,https://colorscape.illestpreacha.com/huesintogrooves,Colorscape,,,,,,,,,
364,TheNaturalLottery,The Natural Lottery,Duncan Geere & Miriam Quick (Loud Numbers),2021,Climate Change,Climate Change,Public Engagement,General Public,,Sound,,Parameter Mapping,,,,https://anchor.fm/loudnumbers/episodes/The-Natural-Lottery-e11v806,The Natural Lottery,,,,,,,,,
365,Hydrologybasics:theArdècheriveratSauze,Hydrology basics:  the Ardèche river at Sauze,Benjamin Renard and Chloé Le Bescond,2021,Earth Science,Earth Science,Research,General Public,,DataViz,,Parameter Mapping,,,,https://globxblog.inrae.fr/hegs/,ArdecheRiver,,,,,,,,,
366,HydrologicalPrincipalComponentAnalysis,Hydrological Principal Component Analysis,Benjamin Renard and Chloé Le Bescond,2021,Earth Science,Earth Science,Research,General Public,,DataViz,,Parameter Mapping,,,,https://globxblog.inrae.fr/pca/,PCA,,,,,,,,,
367,VoxAeterna-TheCOVIDVariations,Vox Aeterna - The COVID Variations,Rafael Bresciani,2021,Epidemiology,Epidemiology,Public Engagement,General Public,1,Sound,,Parameter Mapping,,,,https://rafaelbresciani.com/voxaeterna,Vox Aeterna,,,,,,,,,
368,TheSoundofCrownsandTears,The Sound of Crowns and Tears,Simon Huwiler,2021,Epidemiology,Epidemiology,Public Engagement,General Public,1,Artifact,,Parameter Mapping,,,,https://www.youtube.com/watch?v=DqfrOPs2pKM,Covid-19 visualization with a music box,,,,,,,,,
369,LondonUndertheMicroscope,London Under the Microscope,"Valentina D'Efilippo, Duncan Geere (Loudnumbers) and Arpad Ray",2021,Epidemiology,Epidemiology,Public Engagement,General Public,1,Video,,Parameter Mapping,,,,https://vimeo.com/571217327,LUTM,Player,,,,,,,,
370,Colorscape-Dipincode,Colorscape - Dipincode,Kofi (IllestPreacha),2021,Food and Beverage,Society,Art,General Public,,Sound,,Parameter Mapping,,,,https://colorscape.illestpreacha.com/dipincode-sonification,Dipincode,,,,,,,,,
371,TastingNotes,Tasting Notes,Duncan Geere & Miriam Quick (Loud Numbers),2021,Food and Beverage,Society,Public Engagement,General Public,,Sound,,Parameter Mapping,,,,https://anchor.fm/loudnumbers/episodes/Tasting-Notes-e12jab3,Tasting Notes,,,,,,,,,
372,DiProtonieDati,Di Protonie Dati,HER: She Loves Data,2021,Health,Medicine,Art,General Public,,Sound,,Parameter Mapping,,,,https://www.he-r.it/project/di-protoni-e-dati/,Di Protonie Dati,,,,,,,,,
373,Spiderwebsonification,Spider web sonification,"Tomas Saraceno and Ian Hattwick, Isabelle Su, Christine Southworth, Evan Ziporyn and Markus Buehler (MIT)",2021,Life Sciences,Biology,Art,General Public,,DataViz,,Parameter Mapping,,,,https://www.youtube.com/watch?v=UBDm_B8cMs8,Spider web sonification,,,,,,,,,
374,Supernovasonification,Supernova sonification,Raffaella Margutti,2021,Physical Sciences,Astronomy,Accessibility,General Public,,Sound,,Parameter Mapping,,,n,https://scholar.harvard.edu/asoderberg/supernova-sonification,,,,,,,,,,
375,Jewel-BoxStarClusterSonification,Jewel-Box Star Cluster Sonification,Joaquín Pino,2021,Physical Sciences,Astronomy,Art,General Public,,Sound,,Parameter Mapping,,,,https://vimeo.com/621744665,JewelBox,,,,,,,,,
376,Sonoplanet,Sonoplanet,Phia Damsma and John Norgaard (Sonokids),2021,Physical Sciences,Astronomy,Education,Domain Experts,,GUI,1,Parameter Mapping,1,,,https://www.youtube.com/watch?v=baVtw9MBrA8,Sonoplanet,,,,,,,,,
377,SoundscapeinTimesofChange,Soundscape in Times of Change,"Sara Lenzi, Permagnus Lindborg, Juan Sádaba",2021,Urbanism,Urban Studies,Research,Researcbers,1,Sound,,Autographic Sonification,,,,https://www.frontiersin.org/articles/10.3389/fpsyg.2021.570741/full,SoundscapeinChange,,,,,,,,,
378,ChangestoanurbanmarinasoundscapeduringCOVID-19lockdowninGuadeloupe,Changes to an urban marina soundscape during COVID-19 lockdown in Guadeloupe,Frédéric Bertuccia David Lecchini Céline Greeven Rohan M.Brookere Lana Minier Sébastien Cordonnier Malika René-Trouillefou Eric Parmentier,2021,Urbanism,Urban Studies,Research,Researcbers,1,Sound,,Autographic Sonification,,,,https://www.sciencedirect.com/science/article/pii/S0269749121014809,GuadalupeSoundscape,,,,,,,,,
379,ThesoundofsilenceinGranadaduringtheCOVID-19lockdown,The sound of silence in Granada during the COVID-19 lockdown,"Jerónimo Vida Manzano, José Antonio Almagro Pastor, Rafael García Quesada, Francesco Aletta, Tin Oberman, Andrew Mitchell, and Jian Kang",2021,Urbanism,Urban Studies,Research,Researcbers,1,Sound,,Autographic Sonification,,,n,https://digibug.ugr.es/handle/10481/66381,,,,,,,,,,
380,AudioUniverse:TouroftheSolarSystem,Audio Universe: Tour of the Solar System,"Chris Harrison, James Trayford, Nic Bonne, Leigh Harrison ",2021,Physical Sciences,Astronomy,Accessibility,General Public,,Video,,Parameter Mapping,,,n,https://www.audiouniverse.org,,,,,,,,,,
381,ThesoundofthesolarwindatVenus,The sound of the solar wind at Venus,European Space Agency (ESA),2021,Physical Sciences,Astronomy,Research,General Public,,Sound,,Audification,,,n,https://soundcloud.com/esa/the-sound-of-the-solar-wind-at-venus/s-HfbJ9CvJYn2,,,,,,,,,,
382,ExploringthehistoryoftheearlyMilkyWaywithsound,Exploring the history of the early Milky Way with sound,"Montalbán, J., Mackereth, J.T., Miglio, A. et al. Leibniz Institute for Astrophysics Potsdam (AIP)",2021,Physical Sciences,Astronomy,Research,Researchers,,DataViz,,Audification,,,,https://www.aip.de/en/news/exploring-the-history-of-the-early-milky-way-with-sound/,MilkyWay,,,,,,,,,
383,OpenSpaceSonification,Open Space Sonification,"Elias Elmquist, Malin Ejdbo, Alexander Bock, Niklas Ronnberg",2021,Physical Sciences,Astronomy,Education,General Public,,Sound,,Parameter Mapping,,,,https://vimeo.com/528822742,OpenSpace,,,,,,,,,
384,SonificationofHyptension&HeartDisease,Sonification of Hyptension & Heart Disease,Kofi (Illestpreacha),2021,Health,Medicine,Public Engagement,General Public,,Sound,,Parameter Mapping,,,,https://www.afyako.com/data-visuals/data-sonification,Hypertension,,,,,,,,,
385,DataFarmsSonification,Data Farms Sonification,"Mod and Institute for Culture and Society, Western Sydney University",2021,Internet,Computer Science,Public Engagement,General Public,,Sound,,Model Sonification,,,,https://www.datafarms.org/2021/12/08/data-farms-sonification-an-experiment-in-data-modelling-and-spatial-audio/,DataFarms,,,,,,,,,
386,"DataSonification:Stellar,Galactic,andBlackHole","Data Sonification: Stellar, Galactic, and Black Hole","NASA/CXC/SAO/K.Arcand, SYSTEM Sounds (M. Russo, A. Santaguida)",2021,Physical Sciences,Astronomy,Public Engagement,General Public,,Video,No,Parameter Mapping,,,,https://chandra.si.edu/photo/2021/sonify3/,StellarGalacticBlackHole,,,,,,,,,
387,"Jingle,Pluck,andHum:SoundsfromSpace","Jingle, Pluck, and Hum: Sounds from Space","NASA/CXC/SAO/K.Arcand, SYSTEM Sounds (M. Russo, A. Santaguida)",2021,Physical Sciences,Astronomy,Public Engagement,General Public,,Video,No,Parameter Mapping,,,,https://chandra.harvard.edu/photo/2021/sonify4/,JinglePluckHum,,,,,,,,,
388,Tiltification,Tiltification,Tim Ziemer and the Master programs' students,2021,Tool,Computer Science,Education,General Public,,GUI,Yes,Parameter Mapping,1,,,https://tiltification.uni-bremen.de/index.html,Tiltification,,,,,,,,,
389,ASonificationofthezCOSMOSGalaxyDataset:ahistoryofgalaxies,A Sonification of the zCOSMOS Galaxy Dataset: a history of galaxies,"Sandro Bardelli, Claudia Ferretti, Giorgio Presti, Maurizio Rinaldi",2021,Physical Sciences,Astronomy,Public Engagement,General Public,,Sound,No,Parameter Mapping,,,n,https://www.lim.di.unimi.it/demo/zcosmos.php,,,,,,,,,,
390,SocialMilieusSonification,Social Milieus Sonification,Joachim Allhoff,2021,Sociology,Society,Research,General Public,,Sound,,Parameter Mapping,,,n,https://soundcloud.com/joachim-allhoff/social-milieus-sonification-1,,,,,,,,,,
391,FirstWave,"First Wave: A sonification of deaths from Coronavirus in the UK over 154 days, from 2nd March to 2nd August 2020",Jamie Perera,2021,Epidemiology,Epidemiology,Public Engagement,General Public,1,Sound,,Autographic Sonification,,,n,https://www.youtube.com/watch?v=_GeXHd_iSpA&feature=emb_title,,,,,,,,,,
392,Entity,Entity,Charlotte Roe,2021,Social Media,Social Media,Art,General Public,,DataViz,,Parameter Mapping,,,n,https://charlotteroe.space/entity-2021/,,,,,,,,,,
393,PublicTransportData,Sonification of the public transport data,Max Alyokhin,2021,Mobility,Urban Studies,Art,General Public,,DataViz,,Parameter Mapping,,,n,https://orchestra.stranno.su/,,,,,,,,,,
394,VenusFlyby,Sound of a close Venus flyby,ISA and European Space Agency,2021,Physical Sciences,Astronomy,Research,Domain Experts,,Video,,Audification,,,,https://www.youtube.com/watch?v=XX03-nYnigg,venusflyby,,,,,,,,,
395,AccelerometerBepiColombo,Accelerometer data during BepiColombo’s Venus flyby,ISA and European Space Agency,2021,Physical Sciences,Astronomy,Research,Domain Experts,,Video,,Audification,,,,https://www.youtube.com/watch?v=j_RJyaqLkuY,day20210810,,,,,,,,,
396,PlanetaryFlyby,How a spacecraft ‘feels’ a planetary flyby,ISA and European Space Agency,2021,Physical Sciences,Astronomy,Research,Domain Experts,,DataViz,,Audification,,,n,https://www.esa.int/ESA_Multimedia/Videos/2021/10/How_a_spacecraft_feels_a_planetary_flyby,,,,,,,,,,
397,MercurySolarWind,Sound of the solar wind at Mercury,MPO-MAG and European Space Agency,2021,Physical Sciences,Astronomy,Research,Domain Experts,,DataViz,,Parameter Mapping,,,n,https://www.youtube.com/watch?v=ZQAVXrlK0bs,,,,,,,,,,
398,DigitalViolence,Digital Violence,"Forensic Architecture, Brian Eno",2021,Social Justice,Society,Research,General Public,,DataViz,,Parameter Mapping,,,,https://www.digitalviolence.org/#/soundmachine,digitalviolence,,,,,,,,,
399,Boom&Bust,Boom & Bust,Duncan Geere & Miriam Quick (Loud Numbers),2021,Finance,Economics,Public Engagement,General Public,,Sound,,Parameter Mapping,,,,https://anchor.fm/loudnumbers/episodes/Boom--Bust-e11v7u2,BoomBust,,,,,,,,,
400,SymphonyofBureaucracy,A Symphony of Bureaucracy,Duncan Geere & Miriam Quick (Loud Numbers),2021,Politics,Politics,Public Engagement,General Public,,Sound,,Parameter Mapping,,,,https://anchor.fm/loudnumbers/episodes/A-Symphony-of-Bureaucracy-e131ap7,symphonyofbeurocracy,,,,,,,,,
401,EndoftheRoad,The End of the Road,Duncan Geere & Miriam Quick (Loud Numbers),2021,Life Sciences,Biology,Public Engagement,General Public,,Sound,,Parameter Mapping,,,,https://anchor.fm/loudnumbers/episodes/The-End-of-the-Road-e131bnl,endoftheroad,,,,,,,,,
402,UK2022Heatwave,The UK's July 2022 Heatwave Turned Into Sound,Duncan Geere & Miriam Quick (Loud Numbers),2021,Climate Change,Climate Change,Public Engagement,General Public,,DataViz,,Parameter Mapping,,,n,https://www.youtube.com/watch?v=bWMkTiemeEk,,,,,,,,,,
403,HiddenClimateIndices,Hidden Climate Indices,Benjamin Renard and Chloé Le Bescond,2021,Earth Science,Earth Science,Research,General Public,,DataViz,,Parameter Mapping,,,,https://vimeo.com/600898709,HiddenClimateIndices,,,,,,,,https://globxblog.github.io/blog/hci/, What’s behind hot-and-dry Australian summers 
404,StairwaytoHelheim,Stairway to Helheim,Permagnus Lindborg,2021,Earth Science,Earth Science,Art,General Public,,Sound,,Parameter Mapping,,,n,http://soundislands.com/10/stairway-to-helheim/,,,,,,,,,,
